Carrera,Plan,IdCampus,Sexo,AnioIngreso,CicloIngreso,InstitucionBach,TieneBeca,PorcentajeBeca_Promedio,MateriasInscritas_C1,MateriasAprobadas_C1,MateriasReprobadas_C1,TasaAprobacion_C1,PromedioCiclo_C1,MateriasInscritas_C2,MateriasAprobadas_C2,MateriasReprobadas_C2,TasaAprobacion_C2,PromedioCiclo_C2,TotalMateriasInscritas_Anio1,TotalMateriasAprobadas_Anio1,TotalMateriasReprobadas_Anio1,TasaAprobacion_Anio1,PromedioGeneral_Anio1,Deserto
444,2018,1,102301,2024,1,152,0,NULL,6,6,0,1,8.09,6,6,0,1,8.01,12,12,0,1,8.05,0
444,2009,1,102301,2020,1,152,0,NULL,7,7,0,1,8.59,5,5,0,1,8.88,12,12,0,1,8.73,0
104,2023,1,102302,2023,1,596,0,NULL,5,2,1,0.4,3.12,3,2,0,0.6667,4.63,8,4,1,0.5,3.88,0
444,2018,1,102301,2024,1,152,0,NULL,6,6,0,1,7.92,6,6,0,1,7.94,12,12,0,1,7.93,0
104,2024,1,102301,2024,1,335,0,NULL,7,5,0,0.7143,5.26,4,3,0,0.75,6.1,11,8,0,0.7273,5.68,0
305,2024,1,102302,2024,1,336,0,NULL,4,4,0,1,7.3,4,3,1,0.75,7.08,8,7,1,0.875,7.19,0
702,2014,1,102301,2020,1,250,0,NULL,5,2,2,0.4,6.4,5,4,0,0.8,6.58,10,6,2,0.6,6.49,0
303,2016,1,102301,2020,1,309,0,NULL,5,4,0,0.8,6.09,4,4,0,1,7.62,9,8,0,0.8889,6.85,0
206,2018,1,102302,2020,1,489,0,NULL,3,3,0,1,7.09,3,3,0,1,7.82,6,6,0,1,7.46,0
403,2019,1,102301,2020,1,496,0,NULL,6,5,0,0.8333,6.39,4,4,0,1,8.31,10,9,0,0.9,7.35,0
209,2019,1,102302,2020,1,18,0,NULL,5,3,2,0.6,6.04,3,0,3,0,1.63,8,3,5,0.375,3.84,1
202,2021,1,102301,2022,1,153,0,NULL,4,4,0,1,8.26,5,5,0,1,8.66,9,9,0,1,8.46,0
106,2017,1,102301,2022,1,152,0,NULL,4,3,0,0.75,5.91,4,2,1,0.5,5.21,8,5,1,0.625,5.56,0
103,2017,1,102301,2022,1,448,0,NULL,4,2,1,0.5,4.53,4,2,1,0.5,3.92,8,4,2,0.5,4.23,0
105,2022,1,102301,2023,1,285,0,NULL,4,4,0,1,8.02,4,3,1,0.75,6.63,8,7,1,0.875,7.32,0
413,2021,1,102302,2023,1,615,1,50,4,4,0,1,7.79,5,5,0,1,8.41,9,9,0,1,8.1,0
206,2018,1,102301,2023,1,227,0,NULL,3,3,0,1,8.7,3,3,0,1,8.84,6,6,0,1,8.77,0
701,2023,1,102301,2023,1,363,1,50,6,6,0,1,7.88,5,4,0,0.8,6.34,11,10,0,0.9091,7.11,0
404,2024,1,102301,2024,1,576,1,100,6,5,1,0.8333,8.6,5,5,0,1,8.72,11,10,1,0.9091,8.66,0
209,2024,1,102302,2024,1,1156,0,NULL,5,5,0,1,8.75,5,5,0,1,8.67,10,10,0,1,8.71,0
305,2024,1,102301,2024,1,309,0,NULL,4,4,0,1,8.62,4,4,0,1,7.82,8,8,0,1,8.22,0
219,2018,1,102302,2021,1,279,0,NULL,3,3,0,1,8.63,3,3,0,1,8.68,6,6,0,1,8.65,0
209,2024,1,102301,2024,1,152,0,NULL,5,5,0,1,8.24,5,5,0,1,8.73,10,10,0,1,8.49,0
415,2019,1,102301,2020,1,475,0,NULL,5,5,0,1,8.13,5,4,0,0.8,6.58,10,9,0,0.9,7.36,0
219,2018,1,102302,2020,1,21,0,NULL,3,3,0,1,8.46,3,3,0,1,8.38,6,6,0,1,8.42,0
702,2014,1,102301,2020,1,285,0,NULL,5,1,3,0.2,4.63,3,1,2,0.3333,5.87,8,2,5,0.25,5.25,1
104,2017,1,102302,2020,1,178,0,NULL,4,1,3,0.25,5.83,3,2,0,0.6667,4.41,7,3,3,0.4286,5.12,0
209,2019,1,102301,2020,1,161,0,NULL,4,4,0,1,7.19,4,3,1,0.75,6.89,8,7,1,0.875,7.04,0
449,2008,1,102302,2020,1,153,0,NULL,6,6,0,1,9.03,4,4,0,1,9.6,10,10,0,1,9.32,0
206,2018,1,102301,2020,1,187,0,NULL,3,3,0,1,8.94,3,3,0,1,8.06,6,6,0,1,8.5,0
404,2019,1,102301,2021,1,1148,0,NULL,5,1,0,0.2,1.82,4,4,0,1,9.78,9,5,0,0.5556,5.8,0
209,2019,1,102301,2021,1,571,0,NULL,5,5,0,1,8.83,4,4,0,1,7.91,9,9,0,1,8.37,0
206,2018,1,102302,2021,1,677,0,NULL,3,3,0,1,6.76,3,3,0,1,7.43,6,6,0,1,7.1,1
301,2016,1,102302,2021,1,681,0,NULL,5,4,1,0.8,6.94,3,2,0,0.6667,5.41,8,6,1,0.75,6.18,0
404,2023,1,102302,2023,1,790,0,NULL,5,2,2,0.4,4.91,2,0,2,0,1.93,7,2,4,0.2857,3.42,0
416,2022,1,102302,2023,1,786,0,NULL,3,3,0,1,8.7,3,3,0,1,8.16,6,6,0,1,8.43,0
416,2022,1,102301,2023,1,92,1,100,3,3,0,1,8.04,3,2,1,0.6667,6.63,6,5,1,0.8333,7.33,0
702,2022,1,102302,2023,1,363,0,NULL,6,3,3,0.5,4.78,2,0,2,0,2.15,8,3,5,0.375,3.46,1
305,2023,1,102301,2023,1,578,0,NULL,4,4,0,1,7.39,4,1,3,0.25,4.41,8,5,3,0.625,5.9,0
301,2024,1,102302,2024,1,153,0,NULL,4,4,0,1,8.47,4,4,0,1,8.54,8,8,0,1,8.51,0
303,2024,1,102301,2024,1,790,0,NULL,5,5,0,1,9.38,5,5,0,1,8.53,10,10,0,1,8.95,0
219,2024,1,102302,2024,1,21,0,NULL,3,0,3,0,3.77,4,1,3,0.25,3.47,7,1,6,0.1429,3.62,0
104,2024,1,102301,2024,1,1396,0,NULL,4,0,4,0,2.37,2,1,1,0.5,3.52,6,1,5,0.1667,2.94,0
105,2017,1,102301,2020,1,153,0,NULL,4,2,2,0.5,6.18,3,0,3,0,5.13,7,2,5,0.2857,5.66,0
103,2017,1,102301,2020,1,285,0,NULL,4,2,1,0.5,5.33,5,3,2,0.6,6.27,9,5,3,0.5556,5.8,0
441,2018,1,102301,2021,1,152,0,NULL,6,6,0,1,8.57,5,5,0,1,8.95,11,11,0,1,8.76,0
202,2021,1,102302,2023,1,471,0,NULL,5,5,0,1,7.4,4,4,0,1,7.7,9,9,0,1,7.55,0
305,2023,1,102302,2023,1,452,0,NULL,4,4,0,1,8.45,4,4,0,1,7.82,8,8,0,1,8.14,0
105,2024,1,102302,2024,1,639,0,NULL,4,2,1,0.5,5.76,5,1,4,0.2,4.23,9,3,5,0.3333,5,0
702,2024,1,102301,2024,1,285,0,NULL,4,0,0,0,0,5,5,0,1,9.04,9,5,0,0.5556,4.52,0
209,2019,1,102302,2022,1,478,0,NULL,5,5,0,1,9.17,4,4,0,1,9.15,9,9,0,1,9.16,0
104,2024,1,102301,2024,1,279,0,NULL,4,4,0,1,7.23,4,4,0,1,7.91,8,8,0,1,7.57,0
219,2018,1,102302,2021,1,1037,0,NULL,3,3,0,1,8.98,4,4,0,1,9.07,7,7,0,1,9.02,0
209,2019,1,102302,2022,1,153,0,NULL,5,5,0,1,9.18,5,5,0,1,9.5,10,10,0,1,9.34,0
206,2018,1,102302,2023,1,330,0,NULL,3,3,0,1,7.12,2,1,1,0.5,4.99,5,4,1,0.8,6.05,0
305,2023,1,102301,2023,1,488,0,NULL,4,4,0,1,7.73,5,4,1,0.8,7.15,9,8,1,0.8889,7.44,0
104,2023,1,102301,2023,1,682,0,NULL,4,2,0,0.5,4,4,2,1,0.5,5.2,8,4,1,0.5,4.6,0
206,2018,1,102302,2021,1,1025,0,NULL,3,2,1,0.6667,5.61,2,2,0,1,6.59,5,4,1,0.8,6.1,0
444,2018,1,102301,2021,1,152,0,NULL,6,6,0,1,8.04,5,5,0,1,8.02,11,11,0,1,8.03,0
202,2021,1,102301,2022,1,152,0,NULL,5,5,0,1,9,5,5,0,1,8.72,10,10,0,1,8.86,0
219,2018,1,102302,2022,1,445,0,NULL,3,0,3,0,1.76,3,0,3,0,0.27,6,0,6,0,1.01,0
219,2018,1,102302,2022,1,451,0,NULL,2,2,0,1,7.34,3,3,0,1,7.31,5,5,0,1,7.32,0
104,2024,1,102301,2024,1,790,0,NULL,4,1,2,0.25,4.75,3,1,0,0.3333,2.45,7,2,2,0.2857,3.6,0
104,2024,1,102301,2024,1,153,0,NULL,4,4,0,1,8.39,5,4,0,0.8,6.86,9,8,0,0.8889,7.63,0
802,2014,1,102302,2020,1,211,0,NULL,5,5,0,1,8.2,4,4,0,1,8.68,9,9,0,1,8.44,0
702,2022,1,102302,2022,1,196,0,NULL,4,2,1,0.5,5.01,4,0,3,0,3.07,8,2,4,0.25,4.04,0
202,2021,1,102301,2023,1,188,0,NULL,5,5,0,1,8.92,5,5,0,1,9.2,10,10,0,1,9.06,0
413,2016,1,102301,2020,1,475,0,NULL,5,5,0,1,7.77,5,5,0,1,7.8,10,10,0,1,7.78,0
206,2018,1,102301,2020,1,74,1,50,6,2,0,0.3333,2.64,2,2,0,1,9.03,8,4,0,0.5,5.83,0
702,2014,1,102301,2020,1,248,0,NULL,5,5,0,1,8.11,5,5,0,1,8.66,10,10,0,1,8.39,0
413,2016,1,102302,2020,1,488,0,NULL,5,5,0,1,8.5,5,5,0,1,9.03,10,10,0,1,8.77,0
105,2017,1,102302,2020,1,246,0,NULL,4,2,1,0.5,5.87,2,1,1,0.5,6.05,6,3,2,0.5,5.96,0
802,2014,1,102301,2020,1,178,0,NULL,5,5,0,1,7.49,6,5,0,0.8333,6.87,11,10,0,0.9091,7.18,0
206,2018,1,102302,2020,1,505,0,NULL,3,3,0,1,8.33,3,3,0,1,7.99,6,6,0,1,8.16,0
449,2008,1,102302,2020,1,153,0,NULL,6,6,0,1,8.03,4,4,0,1,8.53,10,10,0,1,8.28,0
444,2009,1,102301,2020,1,152,0,NULL,7,7,0,1,8.86,5,5,0,1,8.72,12,12,0,1,8.79,0
203,2016,1,102301,2020,1,804,0,NULL,4,4,0,1,7.84,4,4,0,1,7.66,8,8,0,1,7.75,0
413,2021,1,102301,2021,1,481,1,100,5,5,0,1,7.81,4,4,0,1,8.06,9,9,0,1,7.93,0
206,2018,1,102301,2021,1,445,1,50,3,3,0,1,9.49,2,2,0,1,9.85,5,5,0,1,9.67,0
109,2017,1,102301,2021,1,185,0,NULL,4,2,2,0.5,5.73,3,3,0,1,7.47,7,5,2,0.7143,6.6,0
219,2018,1,102302,2021,1,187,0,NULL,4,4,0,1,8.24,3,3,0,1,8.36,7,7,0,1,8.3,0
413,2021,1,102301,2021,1,939,0,NULL,5,5,0,1,7.58,5,5,0,1,7.88,10,10,0,1,7.73,0
302,2016,1,102302,2021,1,786,0,NULL,5,5,0,1,7.9,6,5,1,0.8333,7.98,11,10,1,0.9091,7.94,0
202,2016,1,102302,2021,1,330,0,NULL,4,4,0,1,7.7,3,3,0,1,7.57,7,7,0,1,7.63,0
219,2018,1,102302,2021,1,454,0,NULL,3,3,0,1,8.45,4,4,0,1,8.93,7,7,0,1,8.69,0
301,2016,1,102302,2021,1,488,0,NULL,5,4,1,0.8,7.5,5,4,0,0.8,5.87,10,8,1,0.8,6.69,0
302,2016,1,102302,2021,1,767,0,NULL,4,4,0,1,8.03,5,3,1,0.6,5.34,9,7,1,0.7778,6.68,0
414,2019,1,102302,2021,1,242,0,NULL,5,3,1,0.6,4.76,4,2,1,0.5,4.4,9,5,2,0.5556,4.58,0
404,2019,1,102301,2021,1,607,0,NULL,5,3,2,0.6,4.94,2,0,2,0,0.53,7,3,4,0.4286,2.73,0
441,2018,1,102301,2021,1,152,0,NULL,6,6,0,1,8.8,5,5,0,1,9.14,11,11,0,1,8.97,0
444,2018,1,102301,2021,1,152,0,NULL,6,6,0,1,8.14,5,5,0,1,7.3,11,11,0,1,7.72,1
302,2016,1,102301,2021,1,790,0,NULL,5,5,0,1,7.9,5,3,2,0.6,6.16,10,8,2,0.8,7.03,1
621,2020,1,102302,2021,1,18,0,NULL,4,4,0,1,9.2,4,4,0,1,8.48,8,8,0,1,8.84,0
206,2018,1,102302,2022,1,178,0,NULL,3,3,0,1,8.37,3,1,0,0.3333,2.51,6,4,0,0.6667,5.44,0
211,2019,1,102302,2022,1,786,0,NULL,5,5,0,1,8.65,6,6,0,1,8.58,11,11,0,1,8.61,0
105,2017,1,102302,2022,1,809,0,NULL,4,2,0,0.5,4.12,3,1,2,0.3333,5.22,7,3,2,0.4286,4.67,0
109,2017,1,102301,2022,1,153,0,NULL,4,4,0,1,7.81,4,2,1,0.5,5.41,8,6,1,0.75,6.61,0
702,2022,1,102301,2022,1,285,0,NULL,4,0,3,0,3.09,3,0,3,0,0.75,7,0,6,0,1.92,0
209,2019,1,102302,2022,1,34,0,NULL,5,5,0,1,9.25,5,5,0,1,9.12,10,10,0,1,9.18,0
206,2018,1,102301,2022,1,178,0,NULL,3,3,0,1,7.38,2,1,1,0.5,6.04,5,4,1,0.8,6.71,0
404,2019,1,102301,2022,1,1148,0,NULL,5,3,2,0.6,6.53,5,3,0,0.6,5.13,10,6,2,0.6,5.83,0
206,2018,1,102301,2022,1,369,0,NULL,3,3,0,1,9.02,3,3,0,1,8.83,6,6,0,1,8.92,1
305,2023,1,102302,2023,1,786,0,NULL,4,2,0,0.5,4.65,4,4,0,1,8.7,8,6,0,0.75,6.67,0
209,2019,1,102301,2023,1,152,0,NULL,5,5,0,1,8.96,5,5,0,1,9.17,10,10,0,1,9.07,0
219,2018,1,102302,2023,1,458,0,NULL,3,3,0,1,8.45,3,3,0,1,8.58,6,6,0,1,8.52,0
104,2023,1,102301,2023,1,60,0,NULL,4,1,1,0.25,2.87,2,0,0,0,0,6,1,1,0.1667,1.44,1
702,2022,1,102301,2023,1,246,0,NULL,4,1,3,0.25,4.17,3,0,1,0,1.69,7,1,4,0.1429,2.93,0
106,2023,1,102302,2023,1,75,0,NULL,4,2,1,0.5,5.03,4,0,3,0,3.37,8,2,4,0.25,4.2,0
404,2023,1,102301,2023,1,937,0,NULL,4,3,0,0.75,5.71,5,5,0,1,6.72,9,8,0,0.8889,6.22,1
404,2023,1,102301,2023,1,682,0,NULL,5,4,0,0.8,5.65,3,0,3,0,0.27,8,4,3,0.5,2.96,0
209,2019,1,102302,2023,1,187,1,50,5,5,0,1,8.91,4,4,0,1,9.23,9,9,0,1,9.07,0
409,2019,1,102302,2023,1,234,0,NULL,5,5,0,1,8.22,5,5,0,1,8.04,10,10,0,1,8.13,0
404,2023,1,102301,2023,1,187,0,NULL,5,0,4,0,3.16,2,1,1,0.5,4.18,7,1,5,0.1429,3.67,0
104,2024,1,102301,2024,1,578,0,NULL,4,3,0,0.75,5.72,4,2,2,0.5,5.23,8,5,2,0.625,5.48,0
702,2024,1,102301,2024,1,153,0,NULL,4,3,0,0.75,5.78,4,2,2,0.5,6.71,8,5,2,0.625,6.24,1
202,2024,1,102302,2024,1,358,0,NULL,5,5,0,1,9.17,5,5,0,1,8.88,10,10,0,1,9.02,0
209,2024,1,102302,2024,1,153,0,NULL,5,5,0,1,8.52,5,5,0,1,9.14,10,10,0,1,8.83,0
305,2024,1,102302,2024,1,153,0,NULL,5,5,0,1,8.39,5,4,0,0.8,6.69,10,9,0,0.9,7.54,0
305,2024,1,102301,2024,1,417,0,NULL,4,4,0,1,7.81,5,4,1,0.8,6.89,9,8,1,0.8889,7.35,0
109,2024,1,102302,2024,1,757,0,NULL,5,1,2,0.2,3.23,3,2,0,0.6667,5.42,8,3,2,0.375,4.32,0
702,2024,1,102302,2024,1,571,0,NULL,4,4,0,1,8.36,5,3,0,0.6,4.52,9,7,0,0.7778,6.44,0
219,2024,1,102302,2024,1,715,0,NULL,3,3,0,1,8.37,4,1,3,0.25,4.13,7,4,3,0.5714,6.25,1
413,2024,1,102302,2024,1,335,0,NULL,5,5,0,1,9.45,5,5,0,1,8.74,10,10,0,1,9.1,0
444,2018,1,102301,2024,1,152,0,NULL,6,6,0,1,7.32,6,6,0,1,7.59,12,12,0,1,7.46,0
444,2018,1,102301,2024,1,152,0,NULL,6,4,2,0.6667,7.77,5,5,0,1,7.94,11,9,2,0.8182,7.85,0
103,2017,1,102301,2020,1,152,0,NULL,4,2,2,0.5,6.09,3,2,1,0.6667,6.02,7,4,3,0.5714,6.05,0
219,2018,1,102301,2020,1,475,0,NULL,2,2,0,1,8.06,4,3,0,0.75,5.93,6,5,0,0.8333,7,0
702,2014,1,102301,2021,1,185,0,NULL,5,1,2,0.2,2.71,2,0,2,0,0,7,1,4,0.1429,1.36,1
702,2014,1,102301,2021,1,262,0,NULL,5,2,0,0.4,3.87,3,2,1,0.6667,4.47,8,4,1,0.5,4.17,0
219,2018,1,102301,2021,1,937,0,NULL,4,4,0,1,8.45,2,2,0,1,8.43,6,6,0,1,8.44,0
302,2016,1,102301,2021,1,790,0,NULL,4,4,0,1,7.39,4,3,0,0.75,5.25,8,7,0,0.875,6.32,0
702,2014,1,102302,2021,1,1249,0,NULL,5,2,0,0.4,4.2,3,2,0,0.6667,5.55,8,4,0,0.5,4.88,0
301,2016,1,102302,2021,1,1148,0,NULL,5,4,1,0.8,6.68,5,1,2,0.2,2.68,10,5,3,0.5,4.68,0
202,2021,1,102302,2021,1,766,0,NULL,5,4,0,0.8,5.4,4,3,1,0.75,6.69,9,7,1,0.7778,6.04,0
301,2016,1,102302,2022,1,490,0,NULL,5,5,0,1,6.93,5,4,0,0.8,5.98,10,9,0,0.9,6.46,0
301,2016,1,102301,2022,1,571,0,NULL,5,5,0,1,8.43,4,3,0,0.75,5.38,9,8,0,0.8889,6.9,0
701,2019,1,102301,2022,1,92,1,50,6,5,0,0.8333,6.9,5,3,2,0.6,7.11,11,8,2,0.7273,7,0
109,2022,1,102302,2023,1,258,0,NULL,4,4,0,1,8.24,4,2,1,0.5,5.41,8,6,1,0.75,6.83,0
206,2018,1,102302,2023,1,74,0,NULL,3,3,0,1,8.87,3,3,0,1,8.68,6,6,0,1,8.77,0
702,2024,1,102301,2024,1,469,0,NULL,4,1,2,0.25,3.77,3,0,3,0,0.06,7,1,5,0.1429,1.92,0
106,2024,1,102301,2024,1,178,0,NULL,3,0,1,0,1.42,4,1,1,0.25,2.29,7,1,2,0.1429,1.85,0
441,2018,1,102301,2024,1,152,0,NULL,6,6,0,1,8.7,6,6,0,1,8.48,12,12,0,1,8.59,0
413,2024,1,102301,2024,1,1156,0,NULL,5,3,0,0.6,5.15,4,3,0,0.75,5.25,9,6,0,0.6667,5.2,0
209,2019,1,102301,2020,1,394,1,50,5,5,0,1,8.12,4,4,0,1,7.93,9,9,0,1,8.03,0
302,2016,1,102301,2020,1,285,0,NULL,4,4,0,1,7.71,4,3,1,0.75,6.31,8,7,1,0.875,7.01,0
206,2018,1,102302,2020,1,736,0,NULL,3,3,0,1,8.71,3,3,0,1,8.42,6,6,0,1,8.57,0
109,2017,1,102301,2020,1,392,0,NULL,4,3,0,0.75,5.72,2,0,1,0,1.75,6,3,1,0.5,3.74,0
409,2019,1,102302,2020,1,478,0,NULL,4,4,0,1,8.36,5,5,0,1,9.23,9,9,0,1,8.79,0
413,2016,1,102302,2020,1,211,0,NULL,4,4,0,1,7.22,4,4,0,1,7.81,8,8,0,1,7.52,0
206,2018,1,102302,2020,1,576,0,NULL,3,3,0,1,9.49,3,3,0,1,9,6,6,0,1,9.25,0
206,2018,1,102302,2020,1,723,0,NULL,3,3,0,1,9.39,3,3,0,1,9.19,6,6,0,1,9.29,0
701,2019,1,102301,2020,1,166,0,NULL,5,4,1,0.8,8.05,5,5,0,1,8.31,10,9,1,0.9,8.18,0
219,2018,1,102302,2020,1,706,0,NULL,4,4,0,1,6.24,3,3,0,1,8.89,7,7,0,1,7.57,0
449,2008,1,102302,2020,1,153,0,NULL,6,6,0,1,8.47,4,4,0,1,9,10,10,0,1,8.73,0
219,2018,1,102302,2021,1,121,0,NULL,3,3,0,1,8.94,3,3,0,1,8.46,6,6,0,1,8.7,0
109,2017,1,102302,2021,1,929,0,NULL,4,4,0,1,8.82,5,4,1,0.8,7.57,9,8,1,0.8889,8.19,0
206,2018,1,102301,2021,1,330,0,NULL,3,3,0,1,9.36,2,2,0,1,8.81,5,5,0,1,9.09,0
106,2017,1,102302,2021,1,235,0,NULL,4,4,0,1,7.56,4,2,0,0.5,4.06,8,6,0,0.75,5.81,0
303,2017,1,102302,2021,1,285,0,NULL,4,2,2,0.5,5.48,4,1,2,0.25,4.18,8,3,4,0.375,4.83,0
301,2016,1,102302,2021,1,785,0,NULL,4,4,0,1,7.97,4,3,0,0.75,6.26,8,7,0,0.875,7.11,0
206,2018,1,102302,2021,1,445,0,NULL,3,3,0,1,8.91,2,2,0,1,8.83,5,5,0,1,8.87,0
303,2016,1,102302,2021,1,471,0,NULL,5,5,0,1,8.14,5,4,0,0.8,6.48,10,9,0,0.9,7.31,0
702,2017,1,102302,2021,1,335,0,NULL,5,0,3,0,1.83,5,0,0,0,2.08,10,0,3,0,1.96,0
206,2018,1,102301,2021,1,606,0,NULL,3,3,0,1,8.68,2,2,0,1,8.72,5,5,0,1,8.7,0
109,2017,1,102301,2021,1,333,0,NULL,4,4,0,1,7.87,4,2,1,0.5,5.19,8,6,1,0.75,6.53,0
206,2018,1,102301,2021,1,245,0,NULL,4,4,0,1,8.13,2,0,2,0,1.53,6,4,2,0.6667,4.83,1
103,2017,1,102301,2021,1,193,0,NULL,5,3,2,0.6,5.33,3,3,0,1,7.1,8,6,2,0.75,6.22,0
109,2017,1,102301,2021,1,468,0,NULL,4,2,1,0.5,5.83,5,3,2,0.6,6.24,9,5,3,0.5556,6.03,0
211,2019,1,102302,2022,1,153,0,NULL,3,3,0,1,7.85,5,5,0,1,7.85,8,8,0,1,7.85,0
404,2019,1,102301,2022,1,615,0,NULL,6,5,1,0.8333,7.84,6,5,1,0.8333,7.99,12,10,2,0.8333,7.92,0
301,2016,1,102302,2022,1,23,0,NULL,5,5,0,1,8.29,5,4,1,0.8,7.44,10,9,1,0.9,7.86,0
104,2017,1,102301,2022,1,61,0,NULL,4,2,1,0.5,5.24,5,1,4,0.2,4.12,9,3,5,0.3333,4.68,1
404,2019,1,102302,2022,1,766,0,NULL,7,3,1,0.4286,4.15,5,4,0,0.8,6.63,12,7,1,0.5833,5.39,0
404,2019,1,102301,2022,1,445,0,NULL,5,3,2,0.6,6.1,5,3,0,0.6,4.89,10,6,2,0.6,5.49,0
409,2019,1,102301,2022,1,451,0,NULL,5,5,0,1,9.15,5,5,0,1,8.53,10,10,0,1,8.84,0
219,2018,1,102302,2022,1,451,0,NULL,4,2,0,0.5,3.92,3,3,0,1,7.49,7,5,0,0.7143,5.71,1
702,2022,1,102301,2023,1,907,0,NULL,5,5,0,1,7.17,4,4,0,1,6.45,9,9,0,1,6.81,0
105,2022,1,102301,2023,1,153,1,50,4,4,0,1,8.22,5,5,0,1,7.87,9,9,0,1,8.04,0
105,2022,1,102301,2023,1,596,0,NULL,5,5,0,1,8.46,4,4,0,1,8.01,9,9,0,1,8.24,0
301,2023,1,102302,2023,1,152,1,25,4,1,0,0.25,2.46,5,0,0,0,0,9,1,0,0.1111,1.23,1
211,2019,1,102302,2023,1,445,0,NULL,4,4,0,1,8.28,5,5,0,1,7.96,9,9,0,1,8.12,0
209,2019,1,102302,2023,1,481,0,NULL,5,5,0,1,8.52,5,5,0,1,8.5,10,10,0,1,8.51,0
206,2018,1,102302,2023,1,481,0,NULL,3,3,0,1,8.8,3,3,0,1,8.95,6,6,0,1,8.88,0
303,2023,1,102301,2023,1,285,0,NULL,4,1,2,0.25,5,4,3,0,0.75,6.43,8,4,2,0.5,5.71,0
206,2018,1,102301,2023,1,653,0,NULL,3,3,0,1,8.94,2,2,0,1,8.52,5,5,0,1,8.73,0
109,2022,1,102301,2023,1,152,0,NULL,4,2,1,0.5,5.53,3,3,0,1,7.98,7,5,1,0.7143,6.76,0
209,2019,1,102302,2023,1,153,0,NULL,5,5,0,1,8.96,5,5,0,1,8.19,10,10,0,1,8.58,0
441,2018,1,102301,2023,1,152,0,NULL,6,6,0,1,7.82,5,5,0,1,8.54,11,11,0,1,8.18,0
102,2024,1,102301,2024,1,51,0,NULL,4,0,1,0,1.21,3,1,0,0.3333,2.18,7,1,1,0.1429,1.69,0
102,2024,1,102301,2024,1,152,0,NULL,5,0,5,0,2.11,2,0,2,0,0.51,7,0,7,0,1.31,1
209,2024,1,102302,2024,1,1420,0,NULL,5,5,0,1,7.67,5,5,0,1,8.83,10,10,0,1,8.25,0
206,2024,1,102301,2024,1,330,0,NULL,3,3,0,1,8.4,3,3,0,1,9.15,6,6,0,1,8.77,0
305,2024,1,102301,2024,1,558,0,NULL,4,3,1,0.75,6.27,5,1,4,0.2,3.7,9,4,5,0.4444,4.99,0
416,2024,1,102301,2024,1,21,0,NULL,3,3,0,1,8.89,4,4,0,1,8.29,7,7,0,1,8.59,0
413,2024,1,102302,2024,1,185,0,NULL,5,4,0,0.8,6.88,4,0,4,0,4.52,9,4,4,0.4444,5.7,1
102,2024,1,102301,2024,1,909,0,NULL,3,1,1,0.3333,4,3,0,1,0,1.39,6,1,2,0.1667,2.69,0
219,2024,1,102302,2024,1,241,0,NULL,3,3,0,1,8.42,4,4,0,1,7.31,7,7,0,1,7.86,0
301,2024,1,102302,2024,1,153,0,NULL,4,4,0,1,8.07,4,4,0,1,8.54,8,8,0,1,8.31,0
409,2024,1,102301,2024,1,309,0,NULL,5,3,1,0.6,5.34,5,5,0,1,7.1,10,8,1,0.8,6.22,0
444,2018,1,102301,2024,1,152,0,NULL,6,6,0,1,8.89,6,6,0,1,8.83,12,12,0,1,8.86,0
444,2018,1,102302,2024,1,152,0,NULL,6,6,0,1,7.99,6,6,0,1,7.97,12,12,0,1,7.98,1
444,2018,1,102301,2024,1,152,0,NULL,6,6,0,1,8.28,6,6,0,1,8.24,12,12,0,1,8.26,0
441,2018,1,102301,2024,1,152,0,NULL,6,6,0,1,7.47,6,6,0,1,7.35,12,12,0,1,7.41,1
106,2017,1,102302,2020,1,481,0,NULL,4,4,0,1,8.06,4,3,0,0.75,5.85,8,7,0,0.875,6.95,0
206,2018,1,102301,2020,1,188,0,NULL,3,3,0,1,8.78,3,3,0,1,9.16,6,6,0,1,8.97,0
219,2018,1,102302,2020,1,179,0,NULL,3,3,0,1,7.41,3,0,0,0,0,6,3,0,0.5,3.71,1
702,2014,1,102302,2020,1,317,0,NULL,5,5,0,1,7.51,5,5,0,1,8.38,10,10,0,1,7.94,0
101,2017,1,102302,2020,1,553,0,NULL,5,4,1,0.8,7,4,2,0,0.5,3.79,9,6,1,0.6667,5.39,0
302,2016,1,102302,2020,1,305,0,NULL,5,3,0,0.6,4.49,5,5,0,1,7.68,10,8,0,0.8,6.09,0
449,2008,1,102302,2020,1,153,0,NULL,6,6,0,1,8.13,4,4,0,1,9.23,10,10,0,1,8.68,0
206,2018,1,102302,2021,1,592,0,NULL,3,2,1,0.6667,7.03,1,1,0,1,8.45,4,3,1,0.75,7.74,0
302,2017,1,102301,2021,1,152,0,NULL,4,4,0,1,7.88,5,5,0,1,7.45,9,9,0,1,7.66,0
802,2014,1,102302,2021,1,335,0,NULL,3,2,0,0.6667,5.46,2,2,0,1,8.52,5,4,0,0.8,6.99,1
202,2021,1,102302,2021,1,309,0,NULL,5,5,0,1,8.69,5,5,0,1,7.82,10,10,0,1,8.26,0
301,2016,1,102302,2021,1,236,0,NULL,5,5,0,1,8.97,5,4,0,0.8,6.69,10,9,0,0.9,7.83,0
