Carrera,Plan,IdCampus,Sexo,AnioIngreso,CicloIngreso,InstitucionBach,TieneBeca,PorcentajeBeca_Promedio,MateriasInscritas_C1,MateriasAprobadas_C1,MateriasReprobadas_C1,TasaAprobacion_C1,PromedioCiclo_C1,MateriasInscritas_C2,MateriasAprobadas_C2,MateriasReprobadas_C2,TasaAprobacion_C2,PromedioCiclo_C2,TotalMateriasInscritas_Anio1,TotalMateriasAprobadas_Anio1,TotalMateriasReprobadas_Anio1,TasaAprobacion_Anio1,PromedioGeneral_Anio1,Deserto
302,2009,1,102301,2015,1,488,0,NULL,5,4,1,0.8,6.54,5,4,0,0.8,6.46,10,8,1,0.8,6.5,0
202,2009,1,102302,2015,1,300,0,NULL,5,5,0,1,7.34,5,4,1,0.8,7.42,10,9,1,0.9,7.38,0
219,2013,1,102302,2015,1,488,0,NULL,3,3,0,1,8.74,3,3,0,1,8.22,6,6,0,1,8.48,0
209,2014,1,102301,2015,1,152,0,NULL,5,5,0,1,8.24,4,4,0,1,8.39,9,9,0,1,8.32,0
209,2014,1,102301,2015,1,152,0,NULL,5,5,0,1,7.93,4,4,0,1,8.16,9,9,0,1,8.05,0
209,2014,1,102302,2015,1,238,0,NULL,5,5,0,1,7.94,4,3,0,0.75,5.07,9,8,0,0.8889,6.5,0
218,2013,1,102302,2015,1,309,0,NULL,3,3,0,1,9.37,3,3,0,1,9.49,6,6,0,1,9.43,0
409,2014,1,102301,2015,1,18,0,NULL,5,3,2,0.6,5.65,4,2,2,0.5,3.74,9,5,4,0.5556,4.69,0
302,2009,1,102302,2015,1,246,0,NULL,5,5,0,1,8,5,5,0,1,8.12,10,10,0,1,8.06,0
219,2013,1,102302,2015,1,476,0,NULL,3,2,1,0.6667,7.02,3,3,0,1,7.78,6,5,1,0.8333,7.4,0
413,2016,1,102301,2015,1,18,0,NULL,5,1,2,0.2,3.12,3,1,2,0.3333,4.4,8,2,4,0.25,3.76,0
409,2014,1,102301,2015,1,18,0,NULL,5,0,3,0,1.99,3,0,3,0,2.21,8,0,6,0,2.1,0
404,2015,1,102301,2015,1,503,0,NULL,4,0,0,0,1.48,4,0,0,0,0,8,0,0,0,0.74,0
409,2014,1,102302,2015,1,626,0,NULL,5,5,0,1,7.79,4,4,0,1,7.06,9,9,0,1,7.42,0
218,2013,1,102301,2015,1,455,0,NULL,3,1,1,0.3333,4.06,4,0,4,0,0.13,7,1,5,0.1429,2.09,1
109,2014,1,102301,2015,1,261,0,NULL,5,2,3,0.4,4.37,2,0,2,0,1.9,7,2,5,0.2857,3.14,1
701,2013,1,102301,2015,1,363,0,NULL,6,4,2,0.6667,6.59,5,5,0,1,8.06,11,9,2,0.8182,7.32,1
301,2016,1,102301,2016,1,471,0,NULL,5,5,0,1,7.6,4,3,0,0.75,5.96,9,8,0,0.8889,6.78,0
106,2009,1,102302,2016,1,187,0,NULL,4,4,0,1,7.1,4,2,1,0.5,6.45,8,6,1,0.75,6.78,0
105,2009,1,102302,2016,1,273,0,NULL,5,3,0,0.6,5.68,5,3,2,0.6,6.42,10,6,2,0.6,6.05,0
702,2014,1,102302,2016,1,234,0,NULL,5,2,2,0.4,5.32,4,4,0,1,6.8,9,6,2,0.6667,6.06,0
413,2016,1,102302,2016,1,391,0,NULL,5,3,2,0.6,6.28,5,4,1,0.8,7.22,10,7,3,0.7,6.75,0
219,2013,1,102302,2016,1,489,0,NULL,3,2,1,0.6667,6.49,2,2,0,1,7.33,5,4,1,0.8,6.91,1
702,2014,1,102301,2016,1,296,0,NULL,5,2,2,0.4,5.35,4,4,0,1,7.53,9,6,2,0.6667,6.44,0
402,2015,1,102301,2016,1,342,0,NULL,4,4,0,1,6.77,5,5,0,1,7.1,9,9,0,1,6.94,0
219,2013,1,102302,2016,1,445,0,NULL,3,3,0,1,8.87,3,3,0,1,7.54,6,6,0,1,8.2,0
202,2016,1,102301,2016,1,449,0,NULL,4,3,1,0.75,6.88,3,1,2,0.3333,5.71,7,4,3,0.5714,6.29,1
219,2013,1,102302,2016,1,179,0,NULL,3,3,0,1,9.33,3,3,0,1,8.67,6,6,0,1,9,0
219,2013,1,102302,2016,1,300,0,NULL,3,3,0,1,7.68,4,4,0,1,8.23,7,7,0,1,7.95,0
414,2014,1,102302,2016,1,260,0,NULL,5,4,0,0.8,6.45,4,4,0,1,7.26,9,8,0,0.8889,6.86,0
209,2014,1,102301,2016,1,296,0,NULL,5,4,1,0.8,6.8,4,0,4,0,0.63,9,4,5,0.4444,3.71,1
219,2013,1,102302,2016,1,279,0,NULL,3,3,0,1,8.58,3,2,1,0.6667,7.66,6,5,1,0.8333,8.12,0
401,2015,1,102301,2016,1,285,0,NULL,4,4,0,1,7.85,5,5,0,1,7.8,9,9,0,1,7.83,0
219,2013,1,102302,2016,1,18,0,NULL,3,3,0,1,9.42,3,3,0,1,9.21,6,6,0,1,9.32,0
209,2014,1,102302,2016,1,234,0,NULL,5,5,0,1,6.86,4,4,0,1,7.34,9,9,0,1,7.1,0
701,2013,1,102301,2016,1,115,0,NULL,6,4,2,0.6667,6.96,6,6,0,1,7.6,12,10,2,0.8333,7.28,0
409,2014,1,102302,2016,1,444,0,NULL,4,3,1,0.75,7.12,4,0,0,0,0,8,3,1,0.375,3.56,1
401,2015,1,102301,2016,1,533,0,NULL,5,4,1,0.8,7.37,4,3,1,0.75,6.83,9,7,2,0.7778,7.1,0
702,2014,1,102301,2017,1,165,0,NULL,5,5,0,1,7.97,4,0,4,0,0.38,9,5,4,0.5556,4.17,1
211,2014,1,102302,2017,1,235,0,NULL,5,5,0,1,7.22,5,5,0,1,7.86,10,10,0,1,7.54,0
218,2013,1,102302,2017,1,227,0,NULL,3,2,1,0.6667,6.27,4,3,0,0.75,5.66,7,5,1,0.7143,5.96,1
701,2013,1,102301,2017,1,176,0,NULL,6,5,1,0.8333,7.82,6,5,1,0.8333,8,12,10,2,0.8333,7.91,0
218,2013,1,102302,2017,1,250,0,NULL,3,3,0,1,8.95,3,3,0,1,8.82,6,6,0,1,8.89,0
444,2009,1,102301,2017,1,152,0,NULL,7,7,0,1,7.63,5,5,0,1,7.5,12,12,0,1,7.56,0
444,2009,1,102301,2017,1,152,0,NULL,7,4,3,0.5714,6.46,4,2,2,0.5,5.95,11,6,5,0.5455,6.2,1
444,2009,1,102301,2017,1,152,0,NULL,7,6,1,0.8571,6.91,4,2,2,0.5,6.23,11,8,3,0.7273,6.57,0
302,2016,1,102302,2017,1,486,0,NULL,3,2,1,0.6667,6.16,4,2,1,0.5,5.46,7,4,2,0.5714,5.81,0
202,2016,1,102302,2017,1,18,0,NULL,5,5,0,1,7.57,5,5,0,1,7.87,10,10,0,1,7.72,0
218,2013,1,102301,2017,1,305,0,NULL,3,3,0,1,8.19,3,1,2,0.3333,5.71,6,4,2,0.6667,6.95,1
702,2014,1,102301,2018,1,285,0,NULL,5,4,0,0.8,6.67,5,3,1,0.6,6.45,10,7,1,0.7,6.56,0
702,2014,1,102301,2018,1,20,0,NULL,5,2,2,0.4,6.04,4,2,1,0.5,6.23,9,4,3,0.4444,6.13,0
302,2016,1,102302,2018,1,153,0,NULL,4,4,0,1,8.01,5,4,0,0.8,6.14,9,8,0,0.8889,7.08,0
104,2017,1,102301,2018,1,305,0,NULL,4,3,0,0.75,5.16,4,0,4,0,1.38,8,3,4,0.375,3.27,0
303,2016,1,102301,2018,1,250,0,NULL,5,5,0,1,8.99,4,4,0,1,9.07,9,9,0,1,9.03,0
219,2013,1,102301,2018,1,78,0,NULL,3,3,0,1,6.9,4,3,1,0.75,7.08,7,6,1,0.8571,6.99,0
109,2017,1,102301,2019,1,18,1,57.45,4,4,0,1,8.4,5,3,0,0.6,4.47,9,7,0,0.7778,6.43,0
104,2017,1,102301,2019,1,296,0,NULL,4,2,1,0.5,5.69,5,3,0,0.6,4.24,9,5,1,0.5556,4.97,0
219,2018,1,102302,2019,1,558,0,NULL,4,4,0,1,8,3,3,0,1,7.2,7,7,0,1,7.6,0
219,2018,1,102302,2019,1,391,0,NULL,4,4,0,1,9.08,2,2,0,1,8.96,6,6,0,1,9.02,0
301,2016,1,102302,2019,1,279,0,NULL,5,2,1,0.4,3.54,4,0,4,0,0.67,9,2,5,0.2222,2.1,1
409,2019,1,102302,2019,1,610,0,NULL,5,2,3,0.4,4.39,3,2,1,0.6667,4.44,8,4,4,0.5,4.41,0
444,2009,1,102301,2019,1,152,0,NULL,7,7,0,1,8.13,5,5,0,1,8.28,12,12,0,1,8.2,0
209,2014,1,102302,2015,1,400,0,NULL,5,5,0,1,8.44,4,4,0,1,8.12,9,9,0,1,8.28,0
409,2014,1,102301,2016,1,241,0,NULL,4,3,0,0.75,5.99,5,5,0,1,6.64,9,8,0,0.8889,6.31,0
104,2009,1,102301,2016,1,445,0,NULL,6,3,1,0.5,5.18,4,4,0,1,7.73,10,7,1,0.7,6.45,0
405,2015,1,102302,2016,1,18,0,NULL,5,4,1,0.8,7.01,5,4,1,0.8,6.65,10,8,2,0.8,6.83,0
219,2013,1,102301,2017,1,309,0,NULL,3,3,0,1,7.74,3,3,0,1,8.11,6,6,0,1,7.93,0
701,2013,1,102301,2017,1,379,0,NULL,6,5,1,0.8333,7.63,4,4,0,1,8.11,10,9,1,0.9,7.87,0
219,2013,1,102301,2018,1,481,0,NULL,3,3,0,1,7.62,4,3,0,0.75,6.22,7,6,0,0.8571,6.92,0
403,2015,1,102301,2018,1,610,0,NULL,4,3,1,0.75,6.61,2,2,0,1,6.9,6,5,1,0.8333,6.76,0
402,2019,1,102301,2019,1,503,0,NULL,4,4,0,1,7.1,4,3,0,0.75,5.34,8,7,0,0.875,6.22,0
102,2009,1,102301,2015,1,285,0,NULL,5,2,1,0.4,4.66,3,1,1,0.3333,4.77,8,3,2,0.375,4.71,0
104,2009,1,102301,2015,1,285,0,NULL,5,2,1,0.4,4.58,3,2,1,0.6667,6.83,8,4,2,0.5,5.71,0
202,2009,1,102302,2015,1,421,0,NULL,4,4,0,1,7.33,5,5,0,1,7.48,9,9,0,1,7.4,0
202,2009,1,102301,2015,1,246,0,NULL,4,4,0,1,7.35,5,5,0,1,7.46,9,9,0,1,7.41,0
219,2013,1,102302,2015,1,279,0,NULL,3,3,0,1,7.21,4,4,0,1,7.35,7,7,0,1,7.28,0
219,2013,1,102302,2015,1,285,0,NULL,3,3,0,1,6.84,3,2,0,0.6667,4.52,6,5,0,0.8333,5.68,0
702,2016,1,102302,2015,1,673,0,NULL,5,2,3,0.4,5.02,3,3,0,1,8.5,8,5,3,0.625,6.76,0
701,2013,1,102301,2015,1,335,0,NULL,6,6,0,1,7.93,4,4,0,1,8.77,10,10,0,1,8.35,0
413,2014,1,102301,2015,1,285,0,NULL,5,5,0,1,8.24,4,4,0,1,8.7,9,9,0,1,8.47,0
301,2009,1,102302,2015,1,496,0,NULL,4,4,0,1,8,5,5,0,1,7.56,9,9,0,1,7.78,0
101,2009,1,102301,2015,1,342,0,NULL,5,1,4,0.2,2.2,3,0,0,0,0.33,8,1,4,0.125,1.27,1
203,2009,1,102301,2015,1,456,0,NULL,5,5,0,1,8.26,3,3,0,1,8.4,8,8,0,1,8.33,1
701,2013,1,102301,2015,1,363,0,NULL,6,6,0,1,8.71,6,6,0,1,9.24,12,12,0,1,8.97,0
441,2009,1,102301,2015,1,153,0,NULL,7,6,1,0.8571,7.94,4,4,0,1,7.83,11,10,1,0.9091,7.88,0
202,2016,1,102302,2016,1,241,0,NULL,3,3,0,1,7.23,5,5,0,1,7.35,8,8,0,1,7.29,0
219,2013,1,102302,2016,1,18,0,NULL,3,3,0,1,7.22,3,3,0,1,7.64,6,6,0,1,7.43,0
211,2014,1,102301,2016,1,153,0,NULL,5,3,1,0.6,5.34,4,1,2,0.25,3.68,9,4,3,0.4444,4.51,0
404,2015,1,102301,2016,1,261,0,NULL,5,5,0,1,7.51,5,5,0,1,8.44,10,10,0,1,7.98,0
104,2009,1,102302,2016,1,361,0,NULL,5,2,2,0.4,5.56,4,1,1,0.25,3.5,9,3,3,0.3333,4.53,0
109,2014,1,102301,2016,1,153,0,NULL,5,4,0,0.8,6.38,4,3,1,0.75,6.45,9,7,1,0.7778,6.42,0
404,2015,1,102301,2016,1,489,0,NULL,5,2,0,0.4,2.92,3,2,0,0.6667,4.91,8,4,0,0.5,3.91,0
209,2014,1,102302,2016,1,465,0,NULL,5,5,0,1,8.03,4,4,0,1,7.5,9,9,0,1,7.77,0
202,2016,1,102302,2016,1,193,0,NULL,5,5,0,1,7.88,5,5,0,1,8.51,10,10,0,1,8.2,0
302,2016,1,102301,2016,1,266,0,NULL,5,3,1,0.6,6.46,5,4,0,0.8,5.76,10,7,1,0.7,6.11,0
219,2013,1,102302,2016,1,18,0,NULL,3,3,0,1,9.11,3,3,0,1,8.45,6,6,0,1,8.78,0
219,2013,1,102301,2016,1,156,0,NULL,3,3,0,1,7.32,3,2,1,0.6667,6.16,6,5,1,0.8333,6.74,0
404,2015,1,102301,2016,1,196,0,NULL,5,4,1,0.8,6.49,5,5,0,1,7.54,10,9,1,0.9,7.02,0
219,2013,1,102301,2016,1,227,0,NULL,5,1,0,0.2,2.62,1,1,0,1,9.24,6,2,0,0.3333,5.93,0
444,2009,1,102301,2016,1,153,0,NULL,7,7,0,1,7.7,5,4,1,0.8,6.82,12,11,1,0.9167,7.26,0
701,2013,1,102301,2016,1,245,0,NULL,6,4,1,0.6667,6.24,6,4,2,0.6667,7.07,12,8,3,0.6667,6.66,0
109,2014,1,102301,2016,1,285,0,NULL,5,2,1,0.4,4.55,4,0,4,0,2.61,9,2,5,0.2222,3.58,1
104,2009,1,102301,2016,1,18,0,NULL,5,0,0,0,2.24,5,0,0,0,2.62,10,0,0,0,2.43,1
403,2015,1,102302,2016,1,520,0,NULL,5,4,1,0.8,7.28,5,5,0,1,7.91,10,9,1,0.9,7.59,0
401,2015,1,102302,2016,1,419,0,NULL,5,4,1,0.8,6.93,5,3,2,0.6,6.64,10,7,3,0.7,6.78,0
106,2017,1,102301,2017,1,445,0,NULL,4,4,0,1,8.65,4,3,0,0.75,6.32,8,7,0,0.875,7.48,0
302,2016,1,102302,2017,1,396,0,NULL,5,4,1,0.8,6.84,3,1,1,0.3333,4.41,8,5,2,0.625,5.63,0
702,2014,1,102301,2017,1,586,0,NULL,5,4,0,0.8,6.87,4,3,0,0.75,6.76,9,7,0,0.7778,6.82,0
409,2014,1,102302,2017,1,410,0,NULL,4,4,0,1,8.7,4,4,0,1,7.7,8,8,0,1,8.2,0
702,2014,1,102301,2017,1,209,0,NULL,5,2,3,0.4,5.29,2,0,2,0,4.55,7,2,5,0.2857,4.92,0
403,2017,1,102301,2017,1,18,0,NULL,4,0,2,0,1.57,3,1,2,0.3333,4.15,7,1,4,0.1429,2.86,0
303,2016,1,102301,2017,1,488,1,50,5,5,0,1,8.34,4,4,0,1,8.57,9,9,0,1,8.45,0
302,2016,1,102301,2017,1,245,0,NULL,5,5,0,1,8.91,4,4,0,1,8.63,9,9,0,1,8.77,0
209,2014,1,102301,2017,1,309,0,NULL,5,5,0,1,8.19,5,2,2,0.4,5.35,10,7,2,0.7,6.77,1
301,2016,1,102302,2017,1,300,0,NULL,5,5,0,1,7.47,5,4,0,0.8,6.09,10,9,0,0.9,6.78,0
413,2016,1,102302,2017,1,18,0,NULL,5,5,0,1,7.06,4,3,1,0.75,5.64,9,8,1,0.8889,6.35,0
219,2013,1,102302,2017,1,300,0,NULL,3,3,0,1,8.18,4,4,0,1,8.93,7,7,0,1,8.56,0
106,2017,1,102301,2017,1,193,1,41.3,5,5,0,1,9.25,3,3,0,1,8.52,8,8,0,1,8.88,0
404,2015,1,102302,2017,1,300,1,50,5,4,1,0.8,7.88,6,6,0,1,8.3,11,10,1,0.9091,8.09,0
101,2009,1,102301,2017,1,511,0,NULL,3,3,0,1,9,3,0,0,0,1.6,6,3,0,0.5,5.3,1
449,2008,1,102302,2017,1,153,0,NULL,6,6,0,1,8.38,4,4,0,1,9.5,10,10,0,1,8.94,0
404,2015,1,102301,2017,1,215,0,NULL,5,1,1,0.2,2.36,3,0,0,0,0,8,1,1,0.125,1.18,0
103,2017,1,102301,2017,1,220,0,NULL,5,1,2,0.2,3.4,4,4,0,1,7.55,9,5,2,0.5556,5.48,0
702,2014,1,102301,2018,1,578,0,NULL,5,5,0,1,6.91,4,4,0,1,7.68,9,9,0,1,7.29,0
109,2017,1,102301,2018,1,24,1,48.09,4,4,0,1,8.04,4,4,0,1,8.27,8,8,0,1,8.15,0
219,2018,1,102302,2018,1,578,0,NULL,3,1,2,0.3333,6.04,3,2,0,0.6667,4.76,6,3,2,0.5,5.4,0
103,2017,1,102301,2018,1,152,0,NULL,4,4,0,1,7.27,4,2,1,0.5,4.86,8,6,1,0.75,6.06,0
202,2016,1,102302,2018,1,300,0,NULL,5,5,0,1,7.83,5,5,0,1,7.53,10,10,0,1,7.68,0
302,2016,1,102301,2018,1,471,0,NULL,5,4,0,0.8,6.04,5,4,0,0.8,6.48,10,8,0,0.8,6.26,0
303,2016,1,102302,2018,1,557,0,NULL,5,5,0,1,8.25,5,5,0,1,7.81,10,10,0,1,8.03,0
409,2014,1,102301,2018,1,576,0,NULL,5,4,0,0.8,6.1,5,3,0,0.6,4.45,10,7,0,0.7,5.28,0
104,2017,1,102301,2018,1,475,0,NULL,4,2,1,0.5,5.34,4,0,3,0,3.89,8,2,4,0.25,4.61,0
218,2013,1,102302,2018,1,227,0,NULL,4,4,0,1,8.81,3,3,0,1,8.46,7,7,0,1,8.64,0
302,2016,1,102302,2018,1,178,0,NULL,4,4,0,1,7.54,5,5,0,1,7.68,9,9,0,1,7.61,0
802,2014,1,102301,2018,1,229,0,NULL,5,5,0,1,7.06,5,5,0,1,7.38,10,10,0,1,7.22,0
449,2008,1,102302,2018,1,153,0,NULL,6,5,1,0.8333,7.63,4,4,0,1,8.58,10,9,1,0.9,8.1,0
449,2008,1,102301,2018,1,153,0,NULL,6,6,0,1,7.83,4,4,0,1,8.65,10,10,0,1,8.24,0
401,2017,1,102301,2018,1,586,0,NULL,4,1,3,0.25,4.57,4,3,1,0.75,6.68,8,4,4,0.5,5.63,0
301,2016,1,102302,2018,1,250,0,NULL,3,1,2,0.3333,5.84,4,1,3,0.25,3.55,7,2,5,0.2857,4.7,0
802,2014,1,102302,2018,1,27,0,NULL,5,3,1,0.6,5.73,5,5,0,1,7.51,10,8,1,0.8,6.62,0
444,2009,1,102301,2018,1,152,0,NULL,7,4,3,0.5714,6.41,4,2,2,0.5,5.6,11,6,5,0.5455,6.01,0
441,2009,1,102301,2018,1,152,0,NULL,6,5,1,0.8333,6.53,5,5,0,1,7.06,11,10,1,0.9091,6.8,0
219,2018,1,102302,2018,1,201,0,NULL,2,2,0,1,8.62,3,3,0,1,9.29,5,5,0,1,8.96,0
401,2015,1,102302,2018,1,520,1,100,5,5,0,1,7.42,5,5,0,1,7.88,10,10,0,1,7.65,0
413,2016,1,102302,2019,1,153,0,NULL,5,5,0,1,8.47,4,4,0,1,8.21,9,9,0,1,8.34,0
105,2017,1,102301,2019,1,218,0,NULL,5,2,0,0.4,2.95,3,2,0,0.6667,4.23,8,4,0,0.5,3.59,0
109,2017,1,102301,2019,1,152,0,NULL,4,3,0,0.75,4.9,4,3,1,0.75,6.33,8,6,1,0.75,5.62,0
206,2018,1,102302,2019,1,480,0,NULL,3,3,0,1,8.12,2,2,0,1,6.93,5,5,0,1,7.52,0
211,2019,1,102302,2019,1,234,0,NULL,5,4,0,0.8,5.75,4,4,0,1,7.13,9,8,0,0.8889,6.44,0
702,2014,1,102302,2019,1,757,1,100,5,2,1,0.4,5.73,5,3,1,0.6,5.79,10,5,2,0.5,5.76,0
405,2019,1,102302,2019,1,500,0,NULL,5,4,0,0.8,5.87,4,4,0,1,6.78,9,8,0,0.8889,6.33,0
219,2018,1,102302,2019,1,35,0,NULL,3,3,0,1,7.87,3,3,0,1,7.81,6,6,0,1,7.84,0
106,2017,1,102301,2019,1,445,0,NULL,4,3,0,0.75,5.5,3,2,1,0.6667,6.2,7,5,1,0.7143,5.85,0
219,2018,1,102302,2019,1,161,0,NULL,3,3,0,1,9.22,3,3,0,1,8.7,6,6,0,1,8.96,0
104,2017,1,102301,2019,1,24,0,NULL,5,4,1,0.8,7,5,3,1,0.6,5.47,10,7,2,0.7,6.24,0
701,2019,1,102301,2019,1,179,1,50,5,5,0,1,7.68,5,5,0,1,8.04,10,10,0,1,7.86,0
449,2008,1,102302,2019,1,153,0,NULL,5,5,0,1,8.26,5,5,0,1,8.86,10,10,0,1,8.56,0
102,2009,1,102301,2015,1,153,0,NULL,5,4,0,0.8,6.26,5,3,0,0.6,5.48,10,7,0,0.7,5.87,0
202,2009,1,102302,2015,1,488,0,NULL,5,5,0,1,7.82,5,5,0,1,9.04,10,10,0,1,8.43,0
104,2009,1,102301,2015,1,335,0,NULL,4,3,0,0.75,5.85,4,2,1,0.5,5.83,8,5,1,0.625,5.84,0
301,2009,1,102302,2015,1,481,0,NULL,5,2,2,0.4,5.44,4,0,4,0,0,9,2,6,0.2222,2.72,0
209,2014,1,102301,2015,1,238,0,NULL,4,4,0,1,7.71,5,2,0,0.4,2.54,9,6,0,0.6667,5.13,1
413,2014,1,102302,2015,1,285,0,NULL,5,3,2,0.6,6.28,4,2,2,0.5,5.85,9,5,4,0.5556,6.07,1
219,2013,1,102302,2015,1,201,0,NULL,2,2,0,1,8.23,2,2,0,1,8.26,4,4,0,1,8.24,0
219,2013,1,102301,2015,1,475,0,NULL,5,0,5,0,0.18,3,2,1,0.6667,5.44,8,2,6,0.25,2.81,0
219,2013,1,102302,2015,1,445,0,NULL,3,3,0,1,6.8,4,4,0,1,7.09,7,7,0,1,6.94,0
701,2013,1,102302,2015,1,300,0,NULL,6,6,0,1,8.04,5,5,0,1,8.66,11,11,0,1,8.35,0
413,2014,1,102302,2015,1,201,0,NULL,5,5,0,1,7.38,4,4,0,1,8.15,9,9,0,1,7.77,0
303,2009,1,102302,2015,1,187,0,NULL,5,5,0,1,8.06,4,4,0,1,8,9,9,0,1,8.03,0
701,2013,1,102301,2015,1,363,0,NULL,6,6,0,1,8.35,6,6,0,1,8.75,12,12,0,1,8.55,0
701,2013,1,102301,2015,1,363,0,NULL,6,4,2,0.6667,6.34,5,3,2,0.6,7.13,11,7,4,0.6364,6.74,1
219,2013,1,102302,2016,1,165,0,NULL,3,3,0,1,9.49,3,3,0,1,9.63,6,6,0,1,9.56,0
218,2013,1,102302,2016,1,300,0,NULL,3,3,0,1,7.08,3,2,1,0.6667,6.62,6,5,1,0.8333,6.85,0
301,2016,1,102302,2016,1,229,0,NULL,5,5,0,1,8.12,5,5,0,1,9.08,10,10,0,1,8.6,0
209,2014,1,102301,2016,1,330,0,NULL,5,5,0,1,7.78,4,2,1,0.5,5.04,9,7,1,0.7778,6.41,0
701,2013,1,102301,2016,1,347,0,NULL,6,6,0,1,8.64,4,4,0,1,9.05,10,10,0,1,8.84,0
102,2009,1,102301,2016,1,261,0,NULL,5,4,1,0.8,6.4,5,5,0,1,7.16,10,9,1,0.9,6.78,0
219,2013,1,102301,2016,1,445,0,NULL,3,3,0,1,7.17,3,2,1,0.6667,6.88,6,5,1,0.8333,7.02,0
218,2013,1,102301,2016,1,198,0,NULL,3,3,0,1,6.95,3,3,0,1,7.74,6,6,0,1,7.35,0
802,2014,1,102301,2016,1,285,0,NULL,5,3,2,0.6,6.34,3,1,2,0.3333,3.62,8,4,4,0.5,4.98,1
109,2017,1,102301,2017,1,153,1,36.78,4,4,0,1,8.81,4,3,0,0.75,6.28,8,7,0,0.875,7.54,0
301,2017,1,102301,2017,1,152,0,NULL,4,2,1,0.5,5.24,3,2,1,0.6667,6.09,7,4,2,0.5714,5.66,0
211,2014,1,102302,2017,1,347,0,NULL,5,5,0,1,8.14,6,6,0,1,7.95,11,11,0,1,8.05,0
109,2017,1,102301,2017,1,400,0,NULL,4,4,0,1,7.19,5,3,0,0.6,4.52,9,7,0,0.7778,5.85,0
409,2014,1,102301,2017,1,242,0,NULL,5,5,0,1,7.32,4,3,0,0.75,5.57,9,8,0,0.8889,6.45,0
219,2013,1,102302,2017,1,236,0,NULL,3,3,0,1,8.13,3,3,0,1,8.48,6,6,0,1,8.3,0
209,2014,1,102302,2017,1,330,0,NULL,5,5,0,1,7.07,4,2,0,0.5,3.75,9,7,0,0.7778,5.41,0
444,2009,1,102301,2017,1,153,0,NULL,7,7,0,1,7.69,5,5,0,1,7.6,12,12,0,1,7.64,0
302,2016,1,102302,2017,1,445,1,100,4,4,0,1,7.95,4,3,1,0.75,7.09,8,7,1,0.875,7.52,0
109,2017,1,102301,2017,1,166,0,NULL,4,3,0,0.75,5.63,4,2,2,0.5,6.43,8,5,2,0.625,6.03,0
403,2015,1,102301,2017,1,295,0,NULL,5,2,1,0.4,3.49,3,3,0,1,6.59,8,5,1,0.625,5.04,0
218,2013,1,102301,2017,1,229,0,NULL,3,2,1,0.6667,7.81,4,4,0,1,8.43,7,6,1,0.8571,8.12,0
701,2013,1,102301,2017,1,18,0,NULL,6,5,0,0.8333,7.03,5,5,0,1,7.68,11,10,0,0.9091,7.36,0
702,2014,1,102301,2018,1,449,0,NULL,5,3,1,0.6,6.4,5,3,0,0.6,6.24,10,6,1,0.6,6.32,0
702,2014,1,102302,2018,1,273,0,NULL,5,5,0,1,8.05,4,3,0,0.75,6.35,9,8,0,0.8889,7.2,0
302,2016,1,102301,2018,1,330,0,NULL,4,4,0,1,7.38,5,4,0,0.8,6.17,9,8,0,0.8889,6.77,0
219,2018,1,102301,2018,1,391,0,NULL,3,3,0,1,8.66,3,3,0,1,8.81,6,6,0,1,8.73,0
413,2016,1,102301,2018,1,153,0,NULL,4,4,0,1,7.63,4,3,0,0.75,5.63,8,7,0,0.875,6.63,0
219,2018,1,102302,2018,1,273,0,NULL,4,2,1,0.5,5.14,4,4,0,1,8.04,8,6,1,0.75,6.59,0
301,2016,1,102301,2018,1,505,0,NULL,5,5,0,1,7.24,5,3,1,0.6,5.82,10,8,1,0.8,6.53,0
701,2013,1,102302,2018,1,273,1,50,6,5,0,0.8333,6.73,6,6,0,1,8.61,12,11,0,0.9167,7.67,1
105,2017,1,102302,2018,1,201,1,48.54,4,4,0,1,8.47,4,3,0,0.75,5.12,8,7,0,0.875,6.79,0
302,2016,1,102302,2018,1,489,0,NULL,4,4,0,1,7.7,5,3,1,0.6,5.74,9,7,1,0.7778,6.72,0
203,2016,1,102301,2018,1,456,0,NULL,4,4,0,1,8.66,4,4,0,1,8.15,8,8,0,1,8.4,1
211,2019,1,102301,2019,1,358,0,NULL,5,5,0,1,7.57,4,4,0,1,7.42,9,9,0,1,7.5,0
108,2017,1,102301,2019,1,18,0,NULL,4,1,3,0.25,4.02,3,1,0,0.3333,2.86,7,2,3,0.2857,3.44,0
219,2018,1,102301,2019,1,227,0,NULL,4,4,0,1,7.43,2,1,1,0.5,6.41,6,5,1,0.8333,6.92,0
206,2018,1,102302,2019,1,357,0,NULL,3,3,0,1,9.26,2,2,0,1,9.15,5,5,0,1,9.2,0
301,2016,1,102302,2019,1,242,0,NULL,5,5,0,1,7.28,4,3,0,0.75,5.59,9,8,0,0.8889,6.43,0
404,2019,1,102301,2019,1,475,0,NULL,5,2,2,0.4,4.99,5,3,1,0.6,5.15,10,5,3,0.5,5.07,0
405,2019,1,102301,2019,1,496,0,NULL,5,3,0,0.6,4.57,5,3,0,0.6,4.12,10,6,0,0.6,4.35,0
206,2018,1,102302,2019,1,451,0,NULL,4,2,1,0.5,4.78,1,0,1,0,5,5,2,2,0.4,4.89,1
403,2019,1,102301,2019,1,215,0,NULL,5,4,0,0.8,5.41,4,0,0,0,0.15,9,4,0,0.4444,2.78,0
